Sponsors, Podcast Link, Date Posted
Podcast Links: ['https://amzn.to/3MVGrq2', 'https://www.erikataughtme.com/follow', 'https://erika.com/review', 'https://www.erikataughtme.com/', 'https://erika.com/3D-money', 'https://erika.com/mastering-YT', 'https://erika.com/all-links'], Sponsors: [], Link: https://www.youtube.com/watch?v=qpIlU7nuUmE&pp=ygUPZmluYW5jZSBwb2RjYXN0, Date: 2023-06-15
Podcast Links: ['https://amzn.to/3DC4Due', 'https://www.erikataughtme.com/follow', 'https://erika.com/review', 'https://www.erikataughtme.com/', 'https://erika.com/3D-money', 'https://erika.com/mastering-YT', 'https://erika.com/all-links'], Sponsors: [], Link: https://www.youtube.com/watch?v=EIoEkbk4zcM&pp=ygUPZmluYW5jZSBwb2RjYXN0, Date: 2023-04-16
